time,spoofed,confidence
111624.0,0,2.782001e-07
111625.0,0,1.15259695e-07
111626.0,0,1.1317318e-07
111627.0,0,1.4397462e-07
111628.0,0,1.3811429e-07
111629.0,0,1.4036101e-07
111630.0,0,4.3973816e-07
111631.0,0,1.1009531e-07
111632.0,0,1.2573747e-07
111633.0,0,9.299894e-08
111634.0,0,7.99159e-08
111635.0,0,3.163822e-08
111636.0,0,3.2141514e-07
111637.0,0,1.828571e-07
111638.0,0,1.352221e-07
111639.0,0,6.6237064e-08
111640.0,0,7.774341e-08
111641.0,0,2.6361093e-07
111642.0,0,6.5925626e-08
111643.0,0,4.018459e-07
111644.0,0,1.1339096e-07
111645.0,0,5.3069915e-08
111646.0,0,4.083146e-08
111647.0,0,5.9927125e-08
111648.0,0,2.3590641e-07
111649.0,0,3.0098278e-07
111650.0,0,1.9416962e-07
111651.0,0,3.5796688e-07
111652.0,0,5.691356e-07
111653.0,0,4.667298e-08
111654.0,0,9.802114e-08
111655.0,0,1.3090062e-07
111656.0,0,1.8684884e-07
111657.0,0,1.0919272e-07
111658.0,0,5.795212e-08
111659.0,0,1.9517547e-07
111660.0,0,1.5926828e-07
111661.0,0,7.0110497e-07
111662.0,0,1.8702696e-07
111663.0,0,2.0945603e-07
111664.0,0,1.0365223e-06
111665.0,0,3.7648e-08
111666.0,0,2.900456e-07
111667.0,0,1.9300191e-07
111668.0,0,2.290095e-07
111669.0,0,1.12280894e-07
111670.0,0,9.77978e-08
111671.0,0,2.1666413e-07
111672.0,0,1.0007767e-07
111673.0,0,1.6124775e-07
111674.0,0,4.379862e-07
111675.0,0,1.9229384e-07
111676.0,0,7.748419e-08
111677.0,0,2.3146623e-07
111678.0,0,2.6961448e-08
111679.0,0,1.397598e-07
111680.0,0,4.7951903e-07
111681.0,0,2.7459632e-07
111682.0,0,4.907482e-07
111683.0,0,1.9040678e-07
111684.0,0,1.4846881e-07
111685.0,0,2.1390642e-07
111686.0,0,4.826802e-07
111687.0,0,1.979849e-07
111688.0,0,1.550159e-07
111689.0,0,2.479929e-07
111690.0,0,1.4060015e-07
111691.0,0,3.184838e-07
111692.0,0,1.5360171e-06
111693.0,0,1.1620444e-07
111694.0,0,1.9706769e-07
111695.0,0,7.115667e-08
111696.0,0,5.817927e-08
111697.0,0,1.6071458e-07
111698.0,0,1.5500585e-07
111699.0,0,1.8286894e-07
111700.0,0,1.07073376e-07
111701.0,0,1.3982326e-07
111702.0,0,1.1747134e-07
111703.0,0,2.2580181e-07
111704.0,0,1.14976665e-07
111705.0,0,7.169677e-07
111706.0,0,2.5947526e-07
111707.0,0,2.4111276e-07
111708.0,0,2.583077e-07
111709.0,0,1.04695225e-07
111710.0,0,5.022322e-07
111711.0,0,4.1649895e-07
111712.0,0,1.0663663e-07
111713.0,0,4.4631008e-07
111714.0,0,4.157957e-07
111715.0,0,1.768793e-07
111716.0,0,2.3201878e-07
111717.0,0,4.316283e-07
111718.0,0,9.248278e-08
111719.0,0,1.909115e-07
111720.0,0,2.2358314e-07
111721.0,0,6.7526734e-08
111722.0,0,1.7021058e-07
111723.0,0,4.9836797e-07
111724.0,0,2.2479131e-07
111725.0,0,3.9006494e-07
111726.0,0,1.9917003e-07
111727.0,0,6.3888285e-07
111728.0,0,3.5440127e-07
111729.0,0,4.4993146e-07
111730.0,0,1.2228351e-07
111731.0,0,6.7951554e-08
111732.0,0,7.456956e-08
111733.0,0,1.2042878e-07
111734.0,0,1.7919278e-07
111735.0,0,6.210256e-08
111736.0,0,7.2687817e-07
111737.0,0,3.4120424e-07
111738.0,0,1.242561e-07
111739.0,0,1.068147e-06
111740.0,0,2.937824e-07
111741.0,0,1.2775007e-07
111742.0,0,4.469063e-07
111743.0,0,2.4709956e-07
111744.0,0,1.1405318e-07
111745.0,0,1.1515048e-07
111746.0,0,2.8556048e-08
111747.0,0,2.1796562e-07
111748.0,0,8.682668e-08
111749.0,0,2.6992947e-07
111750.0,0,1.5530489e-07
111751.0,0,1.321982e-07
111752.0,0,2.4430577e-07
111753.0,0,2.88457e-07
111754.0,0,6.193294e-08
111755.0,0,1.3746921e-07
111756.0,0,5.202271e-07
111757.0,0,1.6756212e-07
111758.0,0,5.7327128e-08
111759.0,0,2.6503392e-07
111760.0,0,3.8394023e-07
111761.0,0,7.4003374e-08
111762.0,0,3.4132074e-07
111763.0,0,1.1408429e-07
111764.0,0,6.552634e-08
111765.0,0,1.3031817e-07
111766.0,0,1.4203505e-07
111767.0,0,2.0966628e-07
111768.0,0,5.299057e-07
111769.0,0,5.7542497e-08
111770.0,0,1.07040506e-07
111771.0,0,1.2517765e-07
111772.0,0,1.3570397e-07
111773.0,0,7.3359445e-08
111774.0,0,1.3488749e-07
111775.0,0,1.5094815e-07
111776.0,0,2.2323287e-07
111777.0,0,6.019577e-08
111778.0,0,3.3035755e-07
111779.0,0,1.1998605e-07
111780.0,0,1.2188579e-07
111781.0,0,2.735727e-07
111782.0,0,3.456344e-07
111783.0,0,4.2240717e-07
111784.0,0,8.028303e-08
111785.0,0,3.7696438e-07
111786.0,0,1.8776002e-07
111787.0,0,1.2965818e-07
111788.0,0,6.718878e-07
111789.0,0,2.191788e-07
111790.0,0,9.2098155e-08
111791.0,0,8.016581e-08
111792.0,0,1.2648434e-07
111793.0,0,1.00367856e-07
111794.0,0,7.473174e-08
111795.0,0,5.7738185e-07
111796.0,0,4.1961388e-07
111797.0,0,5.0518696e-07
111798.0,0,1.461992e-07
111799.0,0,1.966453e-07
111800.0,0,6.4083804e-07
111801.0,0,2.6914543e-07
111802.0,0,6.5892316e-08
111803.0,0,6.82865e-08
111804.0,0,7.5579784e-08
111805.0,0,1.2784477e-07
111806.0,0,1.6395224e-07
111807.0,0,2.1113425e-07
111808.0,0,1.0138975e-07
111809.0,0,5.0888307e-08
111810.0,0,9.6659335e-08
111811.0,0,4.4794703e-07
111812.0,0,1.7094472e-07
111813.0,0,8.8948646e-08
111814.0,0,1.7608824e-07
111815.0,0,2.8694188e-07
111816.0,0,1.0097481e-07
111817.0,0,3.428158e-07
111818.0,0,3.8957344e-07
111819.0,0,2.1454014e-07
111820.0,0,1.6029027e-07
111821.0,0,1.3206248e-07
111822.0,0,1.0014661e-07
111823.0,0,5.4271266e-07
111824.0,0,5.926692e-07
111825.0,0,1.560737e-07
111826.0,0,2.1807354e-07
111827.0,0,2.583402e-07
111828.0,0,2.0597149e-07
111829.0,0,2.3510167e-07
111830.0,0,1.5141413e-07
111831.0,0,3.3274605e-07
111832.0,0,1.3700969e-07
111833.0,0,1.1224791e-07
111834.0,0,1.7102708e-07
111835.0,0,6.648033e-08
111836.0,0,1.0000955e-07
111837.0,0,4.377394e-07
111838.0,0,3.5714444e-07
111839.0,0,1.9789789e-07
111840.0,0,1.286785e-07
111841.0,0,1.4534592e-06
111842.0,0,7.264471e-07
111843.0,0,1.9073882e-07
111844.0,0,2.043234e-07
111845.0,0,2.4217744e-07
111846.0,0,3.9969603e-07
111847.0,0,1.2976653e-07
111848.0,0,2.9431743e-07
111849.0,0,3.96412e-07
111850.0,0,5.1481493e-08
111851.0,0,9.1342926e-08
111852.0,0,1.9505508e-07
111853.0,0,4.8357407e-08
111854.0,0,1.1562299e-07
111855.0,0,5.7516154e-08
111856.0,0,4.2347887e-07
111857.0,0,2.1367946e-07
111858.0,0,1.2592856e-06
111859.0,0,2.5953244e-07
111860.0,0,1.5775554e-07
111861.0,0,2.2650342e-07
111862.0,0,2.1345888e-07
111863.0,0,1.08756836e-07
111864.0,0,1.4812993e-07
111865.0,0,2.8890295e-07
111866.0,0,1.7867573e-07
111867.0,0,2.5552532e-07
111868.0,0,1.6131897e-07
111869.0,0,1.3049029e-07
111870.0,0,2.1375548e-07
111871.0,0,1.3529292e-07
111872.0,0,8.066674e-07
111873.0,0,1.2205061e-07
111874.0,0,5.8314477e-08
111875.0,0,2.5217267e-07
111876.0,0,1.5758367e-07
111877.0,0,3.67236e-07
111878.0,0,8.388784e-08
111879.0,0,1.307277e-07
111880.0,0,1.16791966e-07
111881.0,0,5.6847586e-08
111882.0,0,3.502233e-07
111883.0,0,3.1292723e-07
111884.0,0,2.8505744e-07
111885.0,0,6.171796e-08
111886.0,0,1.1361915e-07
111887.0,0,3.9591478e-07
111888.0,0,4.5663566e-07
111889.0,0,1.2811842e-07
111890.0,0,5.43376e-07
111891.0,0,3.7951028e-07
111892.0,0,4.3814867e-07
111893.0,0,2.0821228e-07
111894.0,0,9.537225e-07
111895.0,0,3.0025743e-07
111896.0,0,9.57105e-08
111897.0,0,5.43246e-07
111898.0,0,7.153198e-08
111899.0,0,1.0234197e-07
111900.0,0,3.2904265e-07
111901.0,0,1.3642999e-07
111902.0,0,2.9951246e-07
111903.0,0,1.103661e-07
111904.0,0,8.971127e-08
111905.0,0,3.4669736e-08
111906.0,0,1.2027522e-07
111907.0,0,9.155762e-07
111908.0,0,3.126337e-07
111909.0,0,4.746425e-08
111910.0,0,3.688594e-07
111911.0,0,1.7597945e-07
111912.0,0,6.1233226e-07
111913.0,0,1.2425457e-07
111914.0,0,2.2043905e-07
111915.0,0,2.1108934e-07
111916.0,0,3.0229944e-07
111917.0,0,1.5320099e-07
111918.0,0,2.0774678e-07
111919.0,0,1.690747e-07
111920.0,0,2.122523e-07
111921.0,0,1.660816e-07
111922.0,0,5.4889007e-08
111923.0,0,1.1799478e-07
111924.0,0,6.335013e-08
111925.0,0,6.893428e-08
111926.0,0,1.5110082e-07
111927.0,0,2.3942928e-07
111928.0,0,5.4024117e-08
111929.0,0,9.539302e-08
111930.0,0,3.7114205e-07
111931.0,0,2.2490049e-07
111932.0,0,8.879371e-08
111933.0,0,8.674707e-08
111934.0,0,1.6966571e-07
111935.0,0,7.0124344e-08
111936.0,0,4.1803142e-07
111937.0,0,1.4176196e-07
111938.0,0,2.3296109e-07
111939.0,0,4.324556e-07
111940.0,0,1.2911968e-07
111941.0,0,1.8069935e-07
111942.0,0,4.252592e-07
111943.0,0,3.174431e-07
111944.0,0,5.258817e-08
111945.0,0,1.9731465e-07
111946.0,0,3.1459692e-07
111947.0,0,2.4887686e-07
111948.0,0,1.2992331e-07
111949.0,0,5.3458456e-07
111950.0,0,6.4558215e-08
111951.0,0,7.360569e-08
111952.0,0,2.751565e-07
111953.0,0,2.4268678e-07
111954.0,0,2.5658144e-07
111955.0,0,1.4162062e-07
111956.0,0,5.757774e-07
111957.0,0,2.758888e-07
111958.0,0,2.6558652e-07
111959.0,0,8.320581e-08
111960.0,0,3.709187e-07
111961.0,0,4.3766013e-07
111962.0,0,3.4558266e-07
111963.0,0,1.9949796e-07
111964.0,0,6.399659e-08
111965.0,0,1.3267992e-07
111966.0,0,6.952451e-08
111967.0,0,2.040219e-06
111968.0,0,5.754458e-07
111969.0,0,1.621641e-07
111970.0,0,8.2910026e-07
111971.0,0,3.593186e-07
111972.0,0,6.272145e-08
111973.0,0,5.0784075e-07
111974.0,0,2.0703793e-07
111975.0,0,2.8808856e-07
111976.0,0,1.3570008e-07
111977.0,0,1.9064734e-07
111978.0,0,1.01790455e-07
111979.0,0,1.2549309e-07
111980.0,0,3.195657e-07
111981.0,0,6.939043e-07
111982.0,0,4.1649815e-07
111983.0,0,8.863364e-08
111984.0,0,7.824966e-08
111985.0,0,3.0400227e-07
111986.0,0,8.550323e-08
111987.0,0,7.613755e-08
111988.0,0,1.2368542e-07
111989.0,0,2.011735e-07
111990.0,0,1.6792383e-07
111991.0,0,1.8669992e-07
111992.0,0,5.356956e-07
111993.0,0,1.0567003e-07
111994.0,0,1.8068917e-07
111995.0,0,3.8858497e-07
111996.0,0,2.5482348e-07
111997.0,0,1.741279e-07
111998.0,0,2.2190285e-07
111999.0,0,8.7165354e-08
112000.0,0,4.8159322e-08
112001.0,0,1.914784e-07
112002.0,0,2.0377055e-07
112003.0,0,1.1263926e-06
112004.0,0,1.00033404e-07
112005.0,0,1.9259771e-06
112006.0,0,4.987964e-07
112007.0,0,5.5540943e-07
112008.0,0,8.4142634e-08
112009.0,0,1.9293309e-07
112010.0,0,1.1286297e-07
112011.0,0,2.164906e-07
112012.0,0,6.462142e-07
112013.0,0,1.5224308e-07
112014.0,0,2.4046014e-07
112015.0,0,9.375284e-08
112016.0,0,1.216526e-07
112017.0,0,2.0726708e-07
112018.0,0,2.5309473e-07
112019.0,0,2.4257363e-07
112020.0,0,2.4723934e-07
112021.0,0,5.062451e-07
112022.0,0,1.04262796e-07
112023.0,0,1.7705277e-07
112024.0,0,7.409377e-08
112025.0,0,1.7601201e-07
112026.0,0,2.73338e-07
112027.0,0,7.4765796e-07
112028.0,0,1.2315834e-07
112029.0,0,4.4741384e-07
112030.0,0,3.7864191e-07
112031.0,0,6.7741513e-07
112032.0,0,1.3519823e-07
112033.0,0,1.9923178e-07
112034.0,0,8.789224e-08
112035.0,0,8.933903e-08
112036.0,0,6.896768e-08
112037.0,0,2.551014e-07
112038.0,0,3.6209087e-07
112039.0,0,1.7223535e-07
112040.0,0,8.121746e-08
112041.0,0,5.596284e-08
112042.0,0,1.6798775e-07
112043.0,0,2.3681525e-07
112044.0,0,1.1672247e-07
112045.0,0,1.9802476e-07
112046.0,0,1.3757519e-07
112047.0,0,2.2739185e-07
112048.0,0,3.547895e-07
112049.0,0,4.69017e-08
112050.0,0,6.58707e-08
112051.0,0,1.847976e-07
112052.0,0,3.9990266e-07
112053.0,0,2.0070189e-07
112054.0,0,2.6725246e-07
112055.0,0,8.499916e-08
112056.0,0,1.728333e-07
112057.0,0,9.799329e-08
112058.0,0,8.5981746e-08
112059.0,0,1.07943634e-07
112060.0,0,2.0539854e-07
112061.0,0,5.99301e-07
112062.0,0,8.335529e-08
112063.0,0,4.2746913e-07
112064.0,0,1.06865684e-07
112065.0,0,9.9537225e-08
112066.0,0,8.323724e-08
112067.0,0,1.6181218e-07
112068.0,0,2.2041215e-07
112069.0,0,1.3157846e-07
112070.0,0,2.5556554e-07
112071.0,0,1.4912041e-07
112072.0,0,1.8703818e-07
112073.0,0,1.7723472e-07
112074.0,0,2.9947046e-07
112075.0,0,1.2940704e-07
112076.0,0,3.352561e-07
112077.0,0,6.238821e-08
112078.0,0,2.1387726e-07
112079.0,0,3.106247e-07
112080.0,0,7.534128e-08
112081.0,0,3.7568887e-07
112082.0,0,9.998647e-08
112083.0,0,3.209912e-07
112084.0,0,2.2839944e-07
112085.0,0,5.6818003e-08
112086.0,0,1.0665106e-07
112087.0,0,6.4165135e-08
112088.0,0,8.262667e-08
112089.0,0,9.459111e-08
112090.0,0,2.6379902e-07
112091.0,0,2.5587207e-07
112092.0,0,1.3688653e-07
112093.0,0,3.421587e-07
112094.0,0,4.7640174e-07
112095.0,0,2.5758519e-07
112096.0,0,7.549736e-08
112097.0,0,2.6848815e-07
112098.0,0,2.7760535e-07
112099.0,0,7.7531645e-08
112100.0,0,3.195206e-07
112101.0,0,2.9463504e-07
112102.0,0,2.4212574e-07
112103.0,0,3.7484534e-07
112104.0,0,1.5329948e-07
112105.0,0,1.1932147e-07
112106.0,0,1.8641846e-07
112107.0,0,8.7490825e-08
112108.0,0,1.4141695e-07
112109.0,0,3.4959726e-07
112110.0,0,2.4742639e-07
112111.0,0,7.91189e-08
112112.0,0,2.4287317e-07
112113.0,0,2.3665564e-07
112114.0,0,3.033047e-07
112115.0,0,1.9777599e-07
112116.0,0,9.753641e-07
112117.0,0,7.607613e-07
112118.0,0,2.576272e-07
112119.0,0,2.4438245e-07
112120.0,0,2.259888e-07
112121.0,0,9.916731e-08
112122.0,0,5.933869e-07
112123.0,0,9.155538e-08
112124.0,0,3.7455617e-08
112125.0,0,4.2657604e-07
112126.0,0,1.0064716e-07
112127.0,0,2.0429047e-07
112128.0,0,6.251161e-08
112129.0,0,1.8456424e-07
112130.0,0,2.463248e-07
112131.0,0,2.6372282e-07
112132.0,0,1.2748669e-07
112133.0,0,9.255972e-08
112134.0,0,3.3436777e-07
112135.0,0,9.7510025e-08
112136.0,0,8.153346e-08
112137.0,0,1.8131162e-07
112138.0,0,2.8046307e-07
112139.0,0,3.415884e-07
112140.0,0,1.4634247e-07
112141.0,0,8.710619e-08
112142.0,0,1.7703876e-07
112143.0,0,7.6203634e-07
112144.0,0,1.0874213e-07
112145.0,0,2.3600877e-07
112146.0,0,2.8229047e-07
112147.0,0,3.384913e-06
112148.0,0,5.9230985e-08
112149.0,0,1.464483e-07
112150.0,0,2.513113e-07
112151.0,0,2.6535358e-07
112152.0,0,2.6395828e-08
112153.0,0,1.2612888e-07
112154.0,0,1.1312613e-07
112155.0,0,1.4136451e-07
112156.0,0,2.5840598e-07
112157.0,0,3.7638887e-07
112158.0,0,1.3106076e-07
112159.0,0,1.15143436e-07
112160.0,0,2.2827923e-07
112161.0,0,3.2873243e-07
112162.0,0,1.1890622e-06
112163.0,0,5.845301e-07
112164.0,0,3.3894375e-07
112165.0,0,1.9410278e-07
112166.0,0,3.7390956e-07
112167.0,0,3.5594348e-07
112168.0,0,1.3318662e-07
112169.0,0,1.0820983e-06
112170.0,0,6.342424e-08
112171.0,0,1.4220555e-07
112172.0,0,2.6582015e-07
112173.0,0,4.931013e-08
112174.0,0,1.1071083e-07
112175.0,0,3.6024534e-07
112176.0,0,4.470517e-07
112177.0,0,3.0614447e-07
112178.0,0,6.884636e-07
112179.0,0,1.3640724e-07
112180.0,0,2.6987513e-07
112181.0,0,4.7430325e-07
112182.0,0,2.369196e-07
112183.0,0,2.4457714e-07
112184.0,0,1.2602426e-07
112185.0,0,1.1957893e-07
112186.0,0,1.4127757e-07
112187.0,0,6.965246e-08
112188.0,0,5.9082506e-08
112189.0,0,9.732533e-08
112190.0,0,1.4803616e-07
112191.0,0,7.785171e-07
112192.0,0,1.5283528e-07
112193.0,0,7.318194e-07
112194.0,0,5.365239e-07
112195.0,0,2.9433116e-07
112196.0,0,1.1400056e-07
112197.0,0,2.144346e-07
112198.0,0,4.6411378e-07
112199.0,0,3.2324508e-07
112200.0,0,4.1007343e-07
112201.0,0,4.078348e-07
112202.0,0,2.1807728e-07
112203.0,0,1.8043897e-07
112204.0,0,1.291054e-07
112205.0,0,1.08501176e-07
112206.0,0,2.0351517e-07
112207.0,0,1.6608858e-07
112208.0,0,2.1544783e-07
112209.0,0,1.3907413e-07
112210.0,0,9.1975096e-08
112211.0,0,1.9687855e-07
112212.0,0,2.4173394e-07
112213.0,0,3.3782845e-07
112214.0,0,5.603686e-07
112215.0,0,3.739848e-07
112216.0,0,2.8830738e-07
112217.0,0,1.8640354e-07
112218.0,0,6.674231e-08
112219.0,0,1.4241063e-07
112220.0,0,1.4985405e-07
112221.0,0,3.3420648e-07
112222.0,0,6.03199e-08
112223.0,0,6.55411e-08
112224.0,0,3.8618353e-08
112225.0,0,8.393971e-08
112226.0,0,3.1499857e-07
112227.0,0,8.216807e-08
112228.0,0,1.2255026e-07
112229.0,0,2.6010926e-07
112230.0,0,1.7820962e-07
112231.0,0,1.9726403e-07
112232.0,0,3.7866647e-07
112233.0,0,3.9477203e-07
112234.0,0,5.274915e-07
112235.0,0,2.6613975e-07
112236.0,0,1.9381571e-07
112237.0,0,1.6339843e-07
112238.0,0,1.8025924e-07
112239.0,0,2.36442e-07
112240.0,0,2.2766312e-07
112241.0,0,1.4779284e-06
112242.0,0,3.0283556e-07
112243.0,0,2.5169456e-07
112244.0,0,3.2238648e-07
112245.0,0,1.05191226e-07
112246.0,0,1.7665879e-07
112247.0,0,1.4613174e-07
112248.0,0,8.352669e-08
112249.0,0,5.5294393e-08
112250.0,0,4.610588e-07
112251.0,0,3.8912194e-07
112252.0,0,2.6443882e-07
112253.0,0,1.1833828e-07
112254.0,0,1.274551e-07
112255.0,0,2.560901e-07
112256.0,0,2.2712355e-07
112257.0,0,4.3490905e-07
112258.0,0,7.243208e-08
112259.0,0,4.458187e-07
112260.0,0,7.295506e-08
112261.0,0,1.7870367e-07
112262.0,0,3.2315137e-07
112263.0,0,4.5239085e-07
112264.0,0,2.3876117e-07
112265.0,0,7.3961324e-08
112266.0,0,2.718541e-07
112267.0,0,5.1851436e-07
112268.0,0,1.6819565e-07
112269.0,0,1.645531e-07
112270.0,0,2.8893078e-07
112271.0,0,5.352161e-07
112272.0,0,1.0670559e-07
112273.0,0,2.2259593e-07
112274.0,0,2.1654225e-07
112275.0,0,4.2401428e-08
112276.0,0,1.6377501e-07
112277.0,0,3.2055925e-07
112278.0,0,1.6048836e-07
112279.0,0,7.93412e-08
112280.0,0,6.3488636e-07
112281.0,0,1.2505451e-07
112282.0,0,2.5214143e-07
112283.0,0,4.827663e-07
112284.0,0,3.6545316e-07
112285.0,0,1.6169001e-07
112286.0,0,5.6812915e-08
112287.0,0,1.05503275e-07
112288.0,0,2.0056623e-07
112289.0,0,2.717424e-07
112290.0,0,1.4564188e-07
112291.0,0,3.469071e-07
112292.0,0,1.3748205e-07
